word,language,count,pos
window,en,17,NOUN
leg,en,6,NOUN
assume,en,2,VERB
dry,en,4,ADJ
instrument,en,6,NOUN
covering,en,2,NOUN
regularly,en,2,ADV
roof,en,9,NOUN
colour,en,14,NOUN
attend,en,5,VERB
steam,en,1,NOUN
yorkshire,en,1,PROPN
choose,en,7,VERB
vienna,en,33,PROPN
journey,en,38,NOUN
distinct,en,5,ADJ
soldier,en,6,NOUN
visible,en,2,ADJ
happen,en,17,VERB
prove,en,3,VERB
reasonable,en,5,ADJ
skin,en,5,NOUN
phrase,en,3,NOUN
advantage,en,14,NOUN
goods,en,4,NOUN
merely,en,1,ADV
explanation,en,1,NOUN
threat,en,1,NOUN
slow,en,2,ADJ
excellent,en,2,ADJ
safe,en,7,ADJ
evil,en,1,ADJ
relief,en,4,NOUN
poverty,en,3,NOUN
decide,en,1,VERB
drew,en,2,PROPN
permission,en,9,NOUN
gate,en,8,NOUN
roll,en,2,NOUN
shall,en,43,AUX
principle,en,2,NOUN
properly,en,8,ADV
robinson,en,1,PROPN
ridge,en,1,NOUN
monument,en,2,NOUN
thirty,en,11,NUM
purchase,en,2,VERB
expression,en,10,NOUN
wheel,en,1,NOUN
ambassador,en,7,NOUN
desert,en,7,NOUN
reign,en,15,VERB
uncle,en,1,NOUN
severe,en,3,ADJ
rain,en,5,NOUN
admiral,en,6,NOUN
fishing,en,1,NOUN
raise,en,16,VERB
grow,en,15,VERB
trouble,en,12,VERB
fear,en,18,NOUN
merit,en,5,NOUN
egyptian,en,1,ADJ
narrow,en,8,ADJ
capable,en,8,ADJ
poem,en,1,NOUN
send,en,48,VERB
proof,en,10,NOUN
arabic,en,5,ADJ
mouth,en,5,NOUN
fix,en,11,VERB
besides,en,10,ADV
virgin,en,7,NOUN
thousand,en,32,NUM
beauty,en,55,NOUN
buy,en,11,VERB
christianity,en,2,PROPN
exact,en,14,ADJ
baker,en,1,NOUN
willing,en,6,ADJ
yourself,en,6,PRON
impossible,en,10,ADJ
cook,en,3,NOUN
shore,en,2,NOUN
tone,en,1,NOUN
reception,en,2,NOUN
adventure,en,8,NOUN
horror,en,5,NOUN
silent,en,1,ADJ
suitable,en,1,ADJ
alternate,en,2,ADJ
reputation,en,3,NOUN
interpretation,en,2,NOUN
commerce,en,6,NOUN
afterwards,en,6,ADV
oak,en,1,NOUN
wait,en,20,VERB
angel,en,6,NOUN
extent,en,3,NOUN
essay,en,1,VERB
plain,en,22,ADJ
superior,en,3,NOUN
relation,en,20,NOUN
shell,en,4,NOUN
triple,en,1,ADJ
seriously,en,3,ADV
comparison,en,2,NOUN
basin,en,5,NOUN
eleven,en,2,NUM
ill,en,27,ADJ
charity,en,4,NOUN
representation,en,3,NOUN
plate,en,3,NOUN
landscape,en,1,NOUN
ride,en,2,VERB
guardian,en,2,NOUN
usual,en,1,ADJ
eighth,en,2,NOUN
amongst,en,49,ADP
riding,en,2,NOUN
arrival,en,4,NOUN
prose,en,2,NOUN
volunteer,en,1,NOUN
fun,en,1,NOUN
grace,en,6,NOUN
honour,en,39,NOUN
soil,en,3,NOUN
possibility,en,3,NOUN
ghost,en,1,NOUN
elevation,en,1,NOUN
considerable,en,28,ADJ
lose,en,19,VERB
sweet,en,4,ADJ
waste,en,1,NOUN
tall,en,2,ADJ
acceptable,en,2,ADJ
fruit,en,15,NOUN
crystal,en,1,NOUN
monastery,en,3,NOUN
seek,en,4,VERB
stream,en,4,NOUN
kick,en,1,VERB
strange,en,2,ADJ
predecessor,en,1,NOUN
pain,en,13,NOUN
wooden,en,4,ADJ
suggestion,en,1,NOUN
expect,en,26,VERB
coat,en,2,NOUN
alive,en,4,ADJ
behaviour,en,3,NOUN
spiritual,en,1,ADJ
merchant,en,8,NOUN
pure,en,2,ADJ
persian,en,9,ADJ
armenian,en,6,PROPN
romantic,en,3,ADJ
employment,en,5,NOUN
statue,en,14,NOUN
wonder,en,13,NOUN
friday,en,4,PROPN
waiting,en,1,NOUN
familiar,en,1,ADJ
suspect,en,1,VERB
desire,en,31,VERB
patient,en,1,NOUN
bulgaria,en,1,PROPN
hear,en,41,VERB
belief,en,1,NOUN
visitor,en,1,NOUN
hole,en,2,NOUN
fail,en,7,VERB
passage,en,10,NOUN
wedding,en,1,NOUN
revenue,en,2,NOUN
suit,en,2,NOUN
soft,en,8,ADJ
wear,en,19,VERB
somewhere,en,1,ADV
sculpture,en,2,NOUN
pink,en,2,ADJ
wolf,en,1,NOUN
fresh,en,5,ADJ
contribute,en,3,VERB
immediate,en,2,ADJ
essential,en,1,ADJ
conclusion,en,5,NOUN
diamond,en,26,NOUN
valuable,en,4,ADJ
tie,en,3,VERB
liberty,en,27,NOUN
siege,en,8,NOUN
hebrew,en,1,ADJ
affect,en,4,VERB
touch,en,16,VERB
inch,en,2,NOUN
cool,en,5,ADJ
dangerous,en,3,ADJ
bold,en,2,ADJ
compare,en,2,VERB
lay,en,18,VERB
absence,en,1,NOUN
athens,en,1,PROPN
regard,en,5,NOUN
pole,en,1,NOUN
tail,en,2,NOUN
stable,en,3,NOUN
vessel,en,5,NOUN
reply,en,2,VERB
luke,en,1,PROPN
grave,en,3,ADJ
odd,en,13,ADJ
hearing,en,2,NOUN
mall,en,2,PROPN
secure,en,4,VERB
falling,en,1,NOUN
villa,en,3,NOUN
select,en,1,ADJ
belong,en,12,VERB
rival,en,1,NOUN
absolutely,en,3,ADV
nobody,en,6,PRON
vast,en,34,ADJ
inquiry,en,5,NOUN
belt,en,1,NOUN
rarely,en,2,ADV
submission,en,2,NOUN
crowd,en,6,VERB
mystery,en,2,NOUN
walking,en,1,NOUN
nevertheless,en,1,ADV
partial,en,5,ADJ
partly,en,4,ADV
clock,en,2,NOUN
distinction,en,4,NOUN
pen,en,1,NOUN
transition,en,1,NOUN
sacred,en,2,ADJ
rob,en,1,VERB
citizen,en,1,NOUN
appointment,en,1,NOUN
angle,en,1,NOUN
spend,en,13,VERB
ninth,en,1,NOUN
exercise,en,3,NOUN
resort,en,2,NOUN
dancing,en,5,NOUN
tribute,en,1,NOUN
encourage,en,1,VERB
convinced,en,5,ADJ
bed,en,12,NOUN
reflect,en,7,VERB
obtain,en,4,VERB
gothic,en,1,ADJ
protest,en,1,VERB
hunting,en,2,NOUN
frequent,en,5,ADJ
voyage,en,7,NOUN
sing,en,9,VERB
noble,en,15,ADJ
guilty,en,1,ADJ
affair,en,8,NOUN
handle,en,3,VERB
extinct,en,1,ADJ
item,en,1,NOUN
load,en,6,VERB
cap,en,4,NOUN
prefer,en,7,VERB
lie,en,9,VERB
throne,en,3,NOUN
abroad,en,1,ADV
grandfather,en,1,NOUN
flower,en,18,NOUN
col,en,4,PROPN
survive,en,3,VERB
sharp,en,2,ADJ
publicly,en,5,ADV
meat,en,4,NOUN
literally,en,5,ADV
moral,en,2,NOUN
sung,en,3,VERB
brunswick,en,1,PROPN
grove,en,5,NOUN
tea,en,5,NOUN
bright,en,6,ADJ
heaven,en,6,NOUN
aspect,en,1,NOUN
helen,en,3,PROPN
intention,en,1,NOUN
pat,en,1,NOUN
ordinary,en,4,ADJ
suffering,en,1,NOUN
worship,en,1,VERB
blind,en,2,ADJ
globe,en,1,NOUN
gross,en,2,ADJ
experiment,en,2,NOUN
diameter,en,1,NOUN
plenty,en,8,NOUN
seal,en,1,VERB
gregory,en,1,PROPN
sword,en,1,NOUN
purple,en,3,ADJ
holland,en,3,PROPN
rebellion,en,3,NOUN
physician,en,1,NOUN
cloud,en,4,NOUN
noise,en,4,NOUN
beer,en,1,NOUN
loop,en,2,NOUN
hat,en,2,NOUN
eat,en,7,VERB
coffee,en,13,NOUN
chancellor,en,1,NOUN
destroy,en,5,VERB
apartment,en,26,NOUN
fill,en,11,VERB
thin,en,4,ADJ
shield,en,1,VERB
violent,en,6,ADJ
harbour,en,1,NOUN
devil,en,3,NOUN
sultan,en,24,NOUN
milk,en,3,NOUN
romance,en,1,NOUN
mistake,en,4,NOUN
remainder,en,1,NOUN
sleep,en,8,VERB
sum,en,3,NOUN
mythology,en,1,NOUN
confusion,en,3,NOUN
occasion,en,33,NOUN
possession,en,7,NOUN
defend,en,2,VERB
reverse,en,1,NOUN
paulo,en,1,PROPN
ho,en,1,INTJ
venture,en,1,VERB
shoot,en,3,VERB
cotton,en,1,NOUN
sitting,en,1,NOUN
forty,en,9,NUM
towers,en,1,PROPN
bone,en,2,NOUN
raw,en,1,ADJ
monster,en,2,NOUN
palestine,en,1,PROPN
lap,en,1,VERB
succession,en,1,NOUN
throw,en,18,VERB
monday,en,2,PROPN
kid,en,1,NOUN
delivery,en,2,NOUN
fifty,en,10,NUM
slave,en,26,NOUN
columbus,en,1,PROPN
manage,en,3,VERB
favour,en,8,NOUN
printing,en,1,NOUN
theology,en,1,NOUN
reed,en,1,NOUN
debt,en,2,NOUN
expensive,en,4,ADJ
newton,en,1,PROPN
bath,en,9,NOUN
venice,en,2,PROPN
custom,en,27,NOUN
profession,en,2,NOUN
grass,en,1,NOUN
artificial,en,1,ADJ
prague,en,2,PROPN
hughes,en,2,PROPN
suburb,en,2,NOUN
pearl,en,20,NOUN
chorus,en,4,NOUN
cattle,en,1,NOUN
fifteen,en,3,NUM
tale,en,3,NOUN
vary,en,1,VERB
jet,en,1,NOUN
horn,en,3,NOUN
repair,en,5,VERB
stick,en,4,VERB
truly,en,2,ADV
resolve,en,6,VERB
rough,en,1,ADJ
engage,en,8,VERB
pine,en,1,NOUN
button,en,6,NOUN
neck,en,10,NOUN
drink,en,13,VERB
poorly,en,1,ADV
vanity,en,3,NOUN
gift,en,2,NOUN
slowly,en,1,ADV
smart,en,1,ADJ
prayer,en,4,NOUN
oval,en,1,ADJ
perfectly,en,24,ADV
protestant,en,2,ADJ
danger,en,8,NOUN
rally,en,1,VERB
surprise,en,24,VERB
isle,en,1,NOUN
wake,en,2,VERB
conversation,en,14,NOUN
restore,en,3,VERB
inn,en,6,NOUN
forth,en,3,ADJ
ba,en,2,NOUN
massacre,en,1,VERB
illness,en,1,NOUN
dress,en,65,NOUN
autumn,en,1,NOUN
difficulty,en,3,NOUN
wealth,en,4,NOUN
lodge,en,1,VERB
pride,en,2,NOUN
friendship,en,6,NOUN
corruption,en,2,NOUN
pursue,en,7,VERB
revenge,en,6,VERB
examination,en,1,NOUN
kiss,en,6,VERB
luck,en,2,NOUN
bid,en,2,VERB
mercury,en,1,PROPN
preserve,en,3,VERB
marry,en,18,VERB
im,en,1,NOUN
suddenly,en,1,ADV
absolute,en,11,ADJ
preparation,en,1,NOUN
declaration,en,3,NOUN
discipline,en,1,NOUN
compound,en,2,NOUN
arabia,en,1,PROPN
equally,en,5,ADV
shut,en,3,VERB
thirteen,en,3,NUM
thick,en,12,ADJ
extend,en,2,VERB
wire,en,1,NOUN
fat,en,1,ADJ
teach,en,3,VERB
verse,en,16,NOUN
warm,en,6,ADJ
treat,en,3,VERB
congregation,en,1,NOUN
drinking,en,1,NOUN
companion,en,2,NOUN
imagine,en,35,VERB
consideration,en,4,NOUN
wise,en,3,ADJ
worthy,en,7,ADJ
justify,en,1,VERB
suppose,en,31,VERB
fate,en,1,NOUN
sandy,en,1,ADJ
paint,en,11,VERB
excellence,en,1,NOUN
nonsense,en,2,NOUN
freely,en,2,ADV
hardly,en,17,ADV
isaac,en,1,PROPN
vii,en,1,NUM
contrary,en,6,NOUN
mad,en,1,ADJ
dozen,en,8,NUM
mosque,en,22,NOUN
impression,en,1,NOUN
discover,en,5,VERB
dancer,en,1,NOUN
anchor,en,1,NOUN
disorder,en,3,NOUN
lock,en,3,VERB
observation,en,6,NOUN
judgment,en,3,NOUN
prisoner,en,4,NOUN
dome,en,6,NOUN
sight,en,15,NOUN
fortune,en,7,NOUN
tomb,en,6,NOUN
malta,en,1,PROPN
westminster,en,1,PROPN
garrison,en,10,NOUN
surprised,en,4,ADJ
te,en,52,AUX
geographical,en,1,ADJ
sit,en,24,VERB
eating,en,3,NOUN
doctrine,en,2,NOUN
dollar,en,1,NOUN
consumption,en,1,NOUN
constantly,en,4,ADV
sheet,en,1,NOUN
lift,en,2,VERB
confidence,en,2,NOUN
breeding,en,5,NOUN
arch,en,6,NOUN
enjoy,en,12,VERB
neat,en,10,ADJ
punishment,en,3,NOUN
lighting,en,1,NOUN
smooth,en,1,ADJ
ah,en,3,INTJ
taste,en,17,NOUN
payment,en,1,NOUN
militia,en,1,NOUN
eugene,en,2,PROPN
withdraw,en,1,VERB
promise,en,10,VERB
convert,en,3,VERB
afternoon,en,1,NOUN
arrive,en,13,VERB
scandal,en,5,NOUN
widow,en,11,NOUN
consist,en,10,VERB
witness,en,3,NOUN
mutual,en,2,ADJ
diet,en,1,NOUN
fringe,en,2,NOUN
passion,en,19,NOUN
joy,en,7,NOUN
kitchen,en,3,NOUN
comedian,en,1,NOUN
arsenal,en,1,NOUN
gravity,en,4,NOUN
frontier,en,5,NOUN
slavery,en,3,NOUN
hood,en,1,NOUN
moderate,en,3,ADJ
tributary,en,1,NOUN
commanding,en,1,NOUN
midnight,en,2,NOUN
diversity,en,1,NOUN
sixteen,en,1,NUM
repeat,en,4,VERB
brussels,en,1,PROPN
complaint,en,3,NOUN
absent,en,1,ADJ
mere,en,3,ADJ
macedonia,en,1,PROPN
listen,en,1,VERB
egg,en,3,NOUN
conquest,en,5,NOUN
burn,en,12,VERB
lover,en,16,NOUN
ferdinand,en,2,PROPN
sin,en,2,NOUN
retain,en,6,VERB
prepare,en,4,VERB
cannon,en,1,NOUN
catalogue,en,1,NOUN
reveal,en,1,VERB
chelsea,en,1,PROPN
strict,en,1,ADJ
sheep,en,3,NOUN
andrea,en,1,PROPN
comparable,en,2,ADJ
naturally,en,11,ADV
sculptor,en,1,NOUN
praise,en,7,NOUN
sufficiently,en,1,ADV
spy,en,1,NOUN
viii,en,1,NUM
pull,en,3,VERB
twentieth,en,1,NOUN
engagement,en,1,NOUN
consequently,en,1,ADV
milton,en,2,PROPN
dinner,en,10,NOUN
retreat,en,2,NOUN
carefully,en,3,ADV
privately,en,2,ADV
afraid,en,9,ADJ
fault,en,5,NOUN
pound,en,9,NOUN
delay,en,3,VERB
belgrade,en,11,PROPN
pale,en,2,ADJ
glory,en,4,NOUN
deeply,en,1,ADV
angry,en,4,ADJ
skill,en,4,NOUN
confirm,en,1,VERB
breed,en,6,NOUN
adrian,en,1,PROPN
pipe,en,2,NOUN
heir,en,4,NOUN
hide,en,3,VERB
tissue,en,1,NOUN
wednesday,en,2,PROPN
submit,en,3,VERB
monarch,en,2,NOUN
favourite,en,13,NOUN
bavaria,en,1,PROPN
mixture,en,6,NOUN
endangered,en,1,ADJ
servant,en,7,NOUN
maker,en,1,NOUN
beneath,en,1,ADP
nose,en,1,NOUN
pace,en,4,NOUN
thunder,en,2,NOUN
forget,en,19,VERB
monk,en,1,NOUN
extraordinary,en,21,ADJ
whenever,en,8,ADV
jam,en,5,NOUN
amazing,en,1,ADJ
accidentally,en,1,ADV
goddess,en,2,NOUN
satisfy,en,4,VERB
notion,en,13,NOUN
lightning,en,1,NOUN
pond,en,2,NOUN
lucky,en,1,ADJ
toy,en,2,NOUN
careful,en,1,ADJ
nurse,en,2,NOUN
patron,en,1,NOUN
ash,en,3,NOUN
array,en,1,VERB
loose,en,1,ADJ
smoke,en,1,NOUN
divorce,en,2,VERB
saxon,en,1,ADJ
grain,en,1,NOUN
bench,en,1,NOUN
paradise,en,3,NOUN
diana,en,1,PROPN
busy,en,1,ADJ
nobility,en,2,NOUN
tomorrow,en,1,NOUN
agenda,en,1,NOUN
provision,en,3,NOUN
humanity,en,2,NOUN
admit,en,8,VERB
terror,en,3,NOUN
distant,en,9,ADJ
sail,en,5,VERB
celebrate,en,9,VERB
jo,en,1,PROPN
sick,en,2,ADJ
shoulder,en,9,NOUN
settle,en,1,VERB
bunch,en,1,NOUN
distinguish,en,11,VERB
introduce,en,2,VERB
quiet,en,3,ADJ
knee,en,4,NOUN
deliver,en,3,VERB
travelling,en,6,NOUN
sofia,en,1,PROPN
permit,en,22,VERB
consequence,en,3,NOUN
furniture,en,8,NOUN
honest,en,1,ADJ
obscure,en,1,VERB
julius,en,1,PROPN
naples,en,1,PROPN
refuge,en,1,NOUN
thursday,en,3,PROPN
infinite,en,3,ADJ
vale,en,1,NOUN
paste,en,1,NOUN
saxony,en,3,PROPN
convoy,en,3,NOUN
excessive,en,9,ADJ
implement,en,1,VERB
accommodate,en,2,VERB
shelter,en,1,PROPN
preference,en,3,NOUN
tune,en,4,NOUN
harmony,en,2,NOUN
apollo,en,2,PROPN
naked,en,8,ADJ
providence,en,1,PROPN
pocket,en,2,NOUN
sad,en,1,ADJ
troy,en,2,PROPN
treasure,en,2,PROPN
treasury,en,1,NOUN
uncertain,en,1,ADJ
dear,en,57,ADJ
clothes,en,11,NOUN
sovereign,en,3,ADJ
consent,en,2,VERB
blow,en,2,VERB
hardy,en,1,ADJ
fur,en,7,NOUN
marble,en,38,NOUN
politically,en,1,ADV
nottingham,en,3,PROPN
succeed,en,3,VERB
motto,en,4,NOUN
dirty,en,3,ADJ
brass,en,2,NOUN
bag,en,3,NOUN
climb,en,2,VERB
thames,en,1,PROPN
skull,en,2,NOUN
quantity,en,11,NOUN
cairo,en,3,PROPN
barrier,en,1,NOUN
silence,en,2,NOUN
exterior,en,1,NOUN
imprisonment,en,1,NOUN
remarkable,en,10,ADJ
differ,en,6,VERB
builder,en,1,NOUN
arrow,en,2,NOUN
bread,en,2,NOUN
nest,en,2,NOUN
convince,en,4,VERB
prey,en,2,NOUN
mathematician,en,1,NOUN
inscription,en,8,NOUN
accordingly,en,2,ADV
demonstration,en,1,NOUN
invitation,en,1,NOUN
fever,en,5,NOUN
useless,en,1,ADJ
swift,en,3,ADJ
tuesday,en,3,PROPN
empress,en,22,NOUN
clergy,en,1,NOUN
breast,en,4,NOUN
beast,en,3,NOUN
griffin,en,2,NOUN
proportion,en,10,NOUN
ceiling,en,1,NOUN
homer,en,6,PROPN
excess,en,3,NOUN
hanging,en,1,NOUN
reasonably,en,1,ADV
romans,en,1,PROPN
invention,en,4,NOUN
drag,en,2,VERB
oriental,en,2,ADJ
manufacture,en,1,NOUN
sudden,en,1,ADJ
arbitrary,en,1,ADJ
ought,en,13,AUX
cabin,en,1,NOUN
tongue,en,2,NOUN
cry,en,6,VERB
fountain,en,16,NOUN
quit,en,2,VERB
rid,en,2,VERB
leipzig,en,2,PROPN
engaging,en,1,ADJ
strait,en,8,NOUN
communicate,en,2,VERB
alphabet,en,1,NOUN
eighteen,en,3,NUM
shirt,en,1,NOUN
acre,en,1,NOUN
wonderful,en,7,ADJ
finger,en,4,NOUN
spite,en,4,NOUN
baldwin,en,1,PROPN
troop,en,1,NOUN
sixty,en,1,NUM
venus,en,1,PROPN
salmon,en,1,PROPN
corn,en,5,NOUN
violate,en,1,VERB
pleasure,en,53,NOUN
faction,en,1,NOUN
olive,en,3,NOUN
pleasant,en,9,ADJ
treasurer,en,1,NOUN
sally,en,1,NOUN
openly,en,1,ADV
inferior,en,2,ADJ
silk,en,7,NOUN
pageant,en,1,NOUN
objection,en,1,NOUN
brilliant,en,1,NOUN
creature,en,14,NOUN
puppet,en,1,NOUN
recover,en,3,VERB
ear,en,4,NOUN
rational,en,2,ADJ
altar,en,4,NOUN
proud,en,2,ADJ
discharge,en,1,NOUN
penny,en,1,NOUN
proceed,en,5,VERB
mud,en,1,NOUN
honey,en,3,NOUN
pierce,en,4,VERB
stupid,en,3,ADJ
trunk,en,2,NOUN
genuine,en,2,ADJ
handful,en,1,NOUN
dish,en,9,NOUN
terrible,en,7,ADJ
divide,en,19,VERB
alter,en,1,VERB
constantinople,en,35,PROPN
fatal,en,2,ADJ
luxury,en,3,NOUN
facilitate,en,1,VERB
sake,en,3,NOUN
torture,en,1,NOUN
curious,en,9,ADJ
pavilion,en,1,NOUN
fantastic,en,1,ADJ
augustus,en,1,PROPN
altogether,en,3,ADV
yield,en,2,VERB
beside,en,3,ADV
cheap,en,3,ADJ
forbidden,en,1,VERB
knife,en,3,NOUN
yesterday,en,16,NOUN
adopt,en,2,VERB
sicily,en,1,PROPN
tide,en,1,VERB
charitable,en,1,ADJ
feast,en,3,NOUN
po,en,1,PROPN
comfortable,en,1,ADJ
leather,en,1,NOUN
mercy,en,3,NOUN
bottle,en,1,NOUN
slide,en,2,VERB
satisfied,en,8,ADJ
coral,en,1,NOUN
rowing,en,1,NOUN
wound,en,4,NOUN
conviction,en,1,NOUN
ridiculous,en,7,ADJ
suffer,en,34,VERB
regent,en,1,NOUN
belle,en,1,PROPN
shed,en,1,VERB
hang,en,15,VERB
salary,en,2,NOUN
enhance,en,1,VERB
caesar,en,1,PROPN
tragedy,en,2,NOUN
macedonian,en,2,PROPN
testimony,en,1,NOUN
duchess,en,10,NOUN
reflection,en,13,NOUN
booth,en,1,NOUN
courage,en,5,NOUN
toss,en,4,VERB
alps,en,3,PROPN
ease,en,3,NOUN
flame,en,4,VERB
exeter,en,1,PROPN
rent,en,1,NOUN
verses,en,1,NOUN
keeper,en,1,NOUN
prospect,en,19,NOUN
trent,en,1,PROPN
readily,en,1,ADV
anger,en,1,NOUN
decoration,en,2,NOUN
boot,en,2,NOUN
exceed,en,1,VERB
ribbon,en,6,NOUN
infant,en,5,NOUN
mild,en,1,ADJ
correspondent,en,4,NOUN
jointly,en,1,ADV
bare,en,1,ADJ
bride,en,11,NOUN
sailor,en,1,NOUN
assert,en,6,VERB
depend,en,6,VERB
burden,en,3,NOUN
ruby,en,5,NOUN
instant,en,1,NOUN
skilled,en,3,ADJ
calm,en,1,NOUN
commit,en,2,VERB
stale,en,1,ADJ
sterling,en,6,NOUN
reward,en,2,VERB
ally,en,1,VERB
steep,en,1,ADJ
primitive,en,1,ADJ
whale,en,1,NOUN
archipelago,en,2,PROPN
justification,en,1,NOUN
arabian,en,3,ADJ
ivory,en,3,NOUN
bloody,en,2,ADJ
coloured,en,8,VERB
pot,en,5,NOUN
patriarch,en,1,NOUN
powder,en,4,VERB
inform,en,10,VERB
detect,en,1,VERB
sunshine,en,1,NOUN
hollow,en,1,ADJ
mob,en,5,NOUN
seventeen,en,2,NUM
secretly,en,1,ADV
virtue,en,7,NOUN
carnival,en,1,NOUN
hay,en,3,NOUN
convent,en,5,NOUN
dealer,en,1,NOUN
frost,en,1,NOUN
reverend,en,2,NOUN
mistaken,en,4,ADJ
intend,en,13,VERB
comply,en,2,VERB
prohibition,en,1,NOUN
observe,en,22,VERB
hyde,en,3,PROPN
eternal,en,2,ADJ
countess,en,8,NOUN
tender,en,7,ADJ
yearly,en,1,ADJ
wholly,en,14,ADV
modest,en,1,ADJ
relate,en,5,VERB
sovereignty,en,1,NOUN
breach,en,2,NOUN
rope,en,1,NOUN
spare,en,1,VERB
notorious,en,1,ADJ
steal,en,3,VERB
pension,en,3,NOUN
constantine,en,3,PROPN
dash,en,1,VERB
spike,en,1,NOUN
translate,en,1,VERB
accommodation,en,4,NOUN
gazette,en,1,NOUN
thoroughly,en,1,ADV
cloth,en,12,NOUN
sen,en,2,PROPN
strain,en,2,NOUN
presently,en,1,ADV
consul,en,1,NOUN
excuse,en,12,VERB
invisible,en,2,ADJ
ibrahim,en,2,PROPN
coronation,en,1,NOUN
jupiter,en,3,PROPN
prophet,en,4,NOUN
dresden,en,7,PROPN
refuse,en,7,VERB
deserve,en,9,VERB
abbot,en,1,PROPN
fabric,en,1,NOUN
carriage,en,2,NOUN
stark,en,1,ADJ
inclined,en,4,ADJ
retire,en,4,VERB
safely,en,4,ADV
arise,en,1,VERB
eclipse,en,1,VERB
angelo,en,2,PROPN
yacht,en,2,NOUN
genius,en,5,NOUN
continuation,en,3,NOUN
comfort,en,5,NOUN
dwarf,en,2,NOUN
glad,en,11,ADJ
fold,en,3,NOUN
happiness,en,10,NOUN
warehouse,en,1,NOUN
miracle,en,5,NOUN
leisure,en,3,NOUN
leopold,en,2,PROPN
irregular,en,2,ADJ
passive,en,1,ADJ
tired,en,6,ADJ
wage,en,1,NOUN
poison,en,1,VERB
dover,en,1,PROPN
deny,en,2,VERB
hanover,en,5,PROPN
examine,en,2,VERB
unexpected,en,1,ADJ
uncommon,en,3,ADJ
jesuit,en,4,PROPN
midway,en,2,NOUN
scratch,en,1,NOUN
partition,en,1,NOUN
destiny,en,4,NOUN
swim,en,3,VERB
persecution,en,2,NOUN
agnes,en,1,PROPN
seine,en,1,PROPN
fool,en,3,NOUN
brave,en,1,ADJ
dirt,en,3,NOUN
imagination,en,4,NOUN
amusement,en,7,NOUN
ancestor,en,1,NOUN
fence,en,1,NOUN
turin,en,3,PROPN
deaf,en,2,VERB
ink,en,1,VERB
declare,en,8,VERB
supernatural,en,2,ADJ
pleased,en,34,ADJ
faithful,en,3,ADJ
lamb,en,2,NOUN
resemble,en,7,VERB
advise,en,2,VERB
turtle,en,2,NOUN
cake,en,3,NOUN
curse,en,1,NOUN
habit,en,16,NOUN
exposition,en,1,NOUN
oath,en,1,NOUN
twist,en,2,VERB
bury,en,8,VERB
hire,en,4,VERB
dig,en,1,VERB
tract,en,1,NOUN
courtesy,en,3,NOUN
augustine,en,1,PROPN
eighteenth,en,1,ADJ
amber,en,1,NOUN
deity,en,1,NOUN
shocked,en,1,ADJ
passport,en,1,NOUN
shame,en,2,NOUN
rotterdam,en,3,PROPN
laurel,en,1,NOUN
greenland,en,1,PROPN
surprising,en,14,ADJ
stranger,en,7,NOUN
sands,en,2,PROPN
shoe,en,6,NOUN
basket,en,6,NOUN
rage,en,1,NOUN
ceremonial,en,1,NOUN
tooth,en,2,NOUN
employ,en,10,VERB
abandon,en,3,VERB
probable,en,1,ADJ
mercer,en,1,NOUN
meal,en,2,NOUN
dominion,en,7,NOUN
medley,en,1,NOUN
rotten,en,1,ADJ
marquis,en,1,NOUN
acknowledge,en,1,VERB
cease,en,1,VERB
ugly,en,3,ADJ
decay,en,7,VERB
majesty,en,16,NOUN
herb,en,4,NOUN
dove,en,1,NOUN
beneficial,en,2,ADJ
credible,en,1,ADJ
xiii,en,2,NUM
beef,en,1,NOUN
precious,en,3,ADJ
plague,en,2,NOUN
pie,en,1,NOUN
cement,en,1,NOUN
refugee,en,1,NOUN
madame,en,1,PROPN
vintage,en,1,NOUN
unlimited,en,2,ADJ
footnote,en,4,PROPN
afford,en,9,VERB
sink,en,1,VERB
paved,en,5,VERB
gentleman,en,7,NOUN
banker,en,1,NOUN
reject,en,1,VERB
smile,en,8,NOUN
sophia,en,9,PROPN
ambitious,en,3,ADJ
discourse,en,4,NOUN
chin,en,1,NOUN
strengthen,en,1,VERB
rite,en,1,NOUN
pitt,en,1,PROPN
genoa,en,5,PROPN
brandenburg,en,1,PROPN
civility,en,15,NOUN
rude,en,2,ADJ
soup,en,1,NOUN
dissertation,en,1,NOUN
throat,en,5,NOUN
breath,en,1,NOUN
alley,en,3,NOUN
undergo,en,1,VERB
pastoral,en,2,ADJ
miniature,en,1,NOUN
conclude,en,12,VERB
incredible,en,6,ADJ
poetic,en,1,ADJ
straw,en,1,NOUN
attribute,en,4,VERB
jew,en,5,PROPN
interpret,en,1,VERB
awkward,en,2,ADJ
corrupt,en,1,ADJ
symmetry,en,1,NOUN
hercules,en,2,PROPN
pile,en,1,VERB
necessity,en,1,NOUN
disposal,en,3,NOUN
mistress,en,11,NOUN
bud,en,1,NOUN
invite,en,7,VERB
reside,en,2,VERB
convenience,en,2,NOUN
convey,en,1,VERB
shade,en,11,NOUN
lamp,en,4,NOUN
bloom,en,3,NOUN
denial,en,2,NOUN
maid,en,16,NOUN
scarlet,en,5,ADJ
inconsistent,en,1,ADJ
parole,en,1,NOUN
vein,en,3,NOUN
impose,en,2,VERB
absurd,en,4,ADJ
pilgrimage,en,1,NOUN
antiquity,en,4,NOUN
convenient,en,7,ADJ
