word,language,count,pos
goat,en,1,NOUN
meadow,en,2,NOUN
sic,en,103,NOUN
ruin,en,15,NOUN
devotion,en,9,NOUN
noon,en,1,NOUN
niece,en,2,NOUN
patronage,en,1,NOUN
patience,en,1,NOUN
tear,en,8,NOUN
peasant,en,6,NOUN
murderer,en,1,NOUN
innocence,en,1,NOUN
abundance,en,7,NOUN
carpet,en,10,NOUN
homage,en,1,NOUN
beard,en,5,NOUN
discretion,en,4,NOUN
garland,en,5,NOUN
hazard,en,4,NOUN
obligation,en,1,NOUN
sect,en,4,NOUN
satisfaction,en,3,NOUN
butter,en,1,NOUN
repository,en,2,NOUN
lemon,en,3,NOUN
procession,en,6,NOUN
jaw,en,1,NOUN
hatred,en,1,NOUN
spire,en,1,NOUN
hut,en,2,NOUN
humour,en,8,NOUN
niche,en,1,NOUN
wax,en,4,NOUN
motive,en,2,NOUN
pigeon,en,2,NOUN
pillar,en,22,NOUN
ignorance,en,6,NOUN
tavern,en,2,NOUN
glasses,en,3,NOUN
thickness,en,1,NOUN
preacher,en,2,NOUN
resemblance,en,1,NOUN
weakness,en,3,NOUN
worm,en,1,NOUN
lip,en,1,NOUN
antique,en,2,NOUN
velvet,en,6,NOUN
toilet,en,1,NOUN
divinity,en,1,NOUN
sleeve,en,10,NOUN
saddle,en,1,NOUN
blessing,en,2,NOUN
vine,en,8,NOUN
packet,en,1,NOUN
jewel,en,21,NOUN
tent,en,5,NOUN
distress,en,1,NOUN
corpse,en,1,NOUN
conscience,en,4,NOUN
ass,en,2,NOUN
bravery,en,1,NOUN
morality,en,3,NOUN
compass,en,4,NOUN
curtain,en,1,NOUN
liquor,en,2,NOUN
bleeding,en,1,NOUN
cascade,en,2,NOUN
mankind,en,12,NOUN
creed,en,1,NOUN
remark,en,3,NOUN
lent,en,2,NOUN
glance,en,1,NOUN
repetition,en,2,NOUN
wit,en,8,NOUN
wight,en,1,NOUN
merchandise,en,4,NOUN
midst,en,14,NOUN
needle,en,3,NOUN
courier,en,4,NOUN
ascent,en,1,NOUN
lattice,en,6,NOUN
regret,en,5,NOUN
exemption,en,1,NOUN
hint,en,2,NOUN
grief,en,3,NOUN
nun,en,4,NOUN
maxim,en,1,NOUN
bliss,en,2,NOUN
assurance,en,1,NOUN
ditch,en,2,NOUN
steward,en,2,NOUN
proceeding,en,1,NOUN
prophecy,en,1,NOUN
livery,en,1,NOUN
deed,en,1,NOUN
spear,en,1,NOUN
expectation,en,2,NOUN
serpent,en,1,NOUN
nail,en,2,NOUN
scrap,en,1,NOUN
ransom,en,2,NOUN
curiosity,en,34,NOUN
emerald,en,8,NOUN
mutiny,en,1,NOUN
hind,en,1,NOUN
apostle,en,2,NOUN
preface,en,1,NOUN
ensign,en,1,NOUN
disappointment,en,2,NOUN
nut,en,1,NOUN
pardon,en,8,NOUN
muse,en,1,NOUN
sermon,en,2,NOUN
manners,en,9,NOUN
scripture,en,3,NOUN
atheist,en,1,NOUN
fam,en,1,NOUN
spice,en,1,NOUN
encouragement,en,1,NOUN
dart,en,1,NOUN
affection,en,3,NOUN
canopy,en,2,NOUN
gesture,en,3,NOUN
tiffany,en,1,NOUN
limb,en,1,NOUN
vineyard,en,1,NOUN
pamphlet,en,1,NOUN
cheek,en,3,NOUN
camel,en,3,NOUN
fig,en,2,NOUN
heron,en,1,NOUN
interpreter,en,5,NOUN
remembrance,en,1,NOUN
feather,en,3,NOUN
elbow,en,1,NOUN
plaster,en,1,NOUN
dissent,en,1,NOUN
inclination,en,9,NOUN
weed,en,2,NOUN
elector,en,4,NOUN
brethren,en,1,NOUN
vain,en,5,NOUN
severity,en,1,NOUN
shower,en,1,NOUN
envoy,en,6,NOUN
caravan,en,1,NOUN
serge,en,1,NOUN
scar,en,1,NOUN
thorn,en,1,NOUN
delight,en,4,NOUN
epithet,en,2,NOUN
amour,en,3,NOUN
sickness,en,1,NOUN
negotiation,en,1,NOUN
efficacy,en,1,NOUN
traveller,en,13,NOUN
pencil,en,4,NOUN
novelty,en,5,NOUN
contempt,en,2,NOUN
spectator,en,2,NOUN
defect,en,3,NOUN
hedge,en,1,NOUN
fatigue,en,12,NOUN
carving,en,1,NOUN
usher,en,1,NOUN
scribe,en,1,NOUN
neighbour,en,5,NOUN
purse,en,3,NOUN
fortification,en,4,NOUN
gallantry,en,7,NOUN
contradiction,en,2,NOUN
cypress,en,4,NOUN
disposition,en,3,NOUN
barge,en,1,NOUN
glove,en,1,NOUN
jar,en,5,NOUN
perfection,en,5,NOUN
oyster,en,1,NOUN
pity,en,8,NOUN
groom,en,2,NOUN
porcelain,en,2,NOUN
highness,en,3,NOUN
veil,en,9,NOUN
oppression,en,3,NOUN
dowager,en,1,NOUN
poultry,en,1,NOUN
sweat,en,1,NOUN
pun,en,1,NOUN
cruelty,en,1,NOUN
multitude,en,1,NOUN
waist,en,3,NOUN
commendation,en,1,NOUN
attendant,en,4,NOUN
compassion,en,4,NOUN
ox,en,1,NOUN
aristocracy,en,1,NOUN
claw,en,2,NOUN
temper,en,4,NOUN
estimation,en,1,NOUN
imitation,en,2,NOUN
lute,en,1,NOUN
thence,en,7,NOUN
beau,en,1,NOUN
vase,en,1,NOUN
aqueduct,en,3,NOUN
fidelity,en,1,NOUN
diversion,en,22,NOUN
sorrow,en,5,NOUN
gunpowder,en,1,NOUN
scent,en,2,NOUN
infancy,en,1,NOUN
candle,en,7,NOUN
allowance,en,1,NOUN
parcel,en,2,NOUN
breeze,en,2,NOUN
acquaintance,en,13,NOUN
liar,en,1,NOUN
vent,en,1,NOUN
pause,en,1,NOUN
defiance,en,1,NOUN
mule,en,1,NOUN
teller,en,1,NOUN
admiration,en,6,NOUN
omnibus,en,1,NOUN
flock,en,5,NOUN
jealousy,en,2,NOUN
crook,en,1,NOUN
temptation,en,1,NOUN
overture,en,1,NOUN
partridge,en,1,NOUN
oven,en,2,NOUN
confinement,en,4,NOUN
lace,en,5,NOUN
injustice,en,2,NOUN
nightingale,en,2,NOUN
omission,en,1,NOUN
sable,en,7,NOUN
rag,en,1,NOUN
gardener,en,3,NOUN
forehead,en,7,NOUN
pulpit,en,3,NOUN
chariot,en,1,NOUN
pavement,en,10,NOUN
supper,en,4,NOUN
champaign,en,1,NOUN
squire,en,1,NOUN
couch,en,1,NOUN
accomplishment,en,2,NOUN
breadth,en,1,NOUN
misery,en,3,NOUN
gratitude,en,2,NOUN
baggage,en,3,NOUN
pasture,en,1,NOUN
lad,en,1,NOUN
skirt,en,1,NOUN
kettle,en,1,NOUN
chairmen,en,1,NOUN
mummy,en,2,NOUN
vest,en,3,NOUN
archduke,en,1,NOUN
circumstance,en,5,NOUN
necklace,en,2,NOUN
constraint,en,1,NOUN
heap,en,2,NOUN
coarse,en,4,NOUN
goodness,en,12,NOUN
cock,en,2,NOUN
sine,en,2,NOUN
heroism,en,1,NOUN
posture,en,2,NOUN
portico,en,2,NOUN
flavour,en,1,NOUN
bumper,en,1,NOUN
prelate,en,1,NOUN
pedigree,en,1,NOUN
hurry,en,2,NOUN
prodigy,en,1,NOUN
carp,en,1,NOUN
piercing,en,1,NOUN
robe,en,7,NOUN
bargain,en,2,NOUN
nectar,en,1,NOUN
resentment,en,2,NOUN
linen,en,2,NOUN
englishman,en,1,NOUN
sulphur,en,2,NOUN
pea,en,1,NOUN
spectacle,en,3,NOUN
obedience,en,1,NOUN
regnum,en,2,NOUN
plank,en,1,NOUN
enjoyment,en,1,NOUN
geese,en,1,NOUN
vow,en,2,NOUN
symptom,en,1,NOUN
consolation,en,1,NOUN
creep,en,1,NOUN
folly,en,2,NOUN
boar,en,1,NOUN
perfume,en,8,NOUN
melon,en,1,NOUN
gown,en,4,NOUN
clasp,en,2,NOUN
bastion,en,2,NOUN
pear,en,1,NOUN
shoemaker,en,1,NOUN
plume,en,1,NOUN
vizier,en,9,NOUN
enquiry,en,1,NOUN
pedestal,en,2,NOUN
excursion,en,1,NOUN
discontent,en,1,NOUN
epistle,en,1,NOUN
stove,en,8,NOUN
solitude,en,2,NOUN
obscurity,en,1,NOUN
gallant,en,4,NOUN
robber,en,1,NOUN
rarity,en,3,NOUN
lodging,en,7,NOUN
aga,en,3,NOUN
roaring,en,1,NOUN
seamen,en,1,NOUN
tapestry,en,2,NOUN
epitaph,en,1,NOUN
mum,en,1,NOUN
wreath,en,1,NOUN
ado,en,5,NOUN
strap,en,1,NOUN
adversary,en,1,NOUN
farce,en,2,NOUN
foreigner,en,1,NOUN
envy,en,5,NOUN
malice,en,3,NOUN
fable,en,2,NOUN
brute,en,1,NOUN
isthmus,en,1,NOUN
lisp,en,1,NOUN
reaper,en,1,NOUN
pudding,en,1,NOUN
loaf,en,1,NOUN
madam,en,25,NOUN
circumference,en,2,NOUN
obelisk,en,1,NOUN
stair,en,7,NOUN
whisper,en,3,NOUN
warmth,en,3,NOUN
disgrace,en,2,NOUN
quarrel,en,8,NOUN
embroidery,en,8,NOUN
cloister,en,4,NOUN
piety,en,1,NOUN
rambling,en,1,NOUN
pence,en,1,NOUN
generosity,en,4,NOUN
bracelet,en,2,NOUN
bribe,en,3,NOUN
quid,en,1,NOUN
applause,en,1,NOUN
ornament,en,5,NOUN
quarantine,en,1,NOUN
counsellor,en,1,NOUN
extremity,en,2,NOUN
passer,en,1,NOUN
cough,en,1,NOUN
stork,en,1,NOUN
stag,en,3,NOUN
parting,en,1,NOUN
dread,en,1,NOUN
causa,en,1,NOUN
admirer,en,1,NOUN
zeal,en,5,NOUN
greatness,en,1,NOUN
abbess,en,2,NOUN
wig,en,3,NOUN
cupola,en,4,NOUN
hypocrisy,en,1,NOUN
tulip,en,1,NOUN
mischief,en,1,NOUN
annunciation,en,1,NOUN
recollection,en,1,NOUN
forfeit,en,1,NOUN
agony,en,2,NOUN
beggar,en,2,NOUN
fortnight,en,3,NOUN
indifference,en,3,NOUN
rake,en,1,NOUN
sledge,en,1,NOUN
tub,en,1,NOUN
adoration,en,3,NOUN
intrigue,en,3,NOUN
penance,en,2,NOUN
metamorphosis,en,1,NOUN
moderation,en,1,NOUN
dung,en,1,NOUN
plough,en,1,NOUN
ridicule,en,2,NOUN
thirst,en,1,NOUN
roast,en,1,NOUN
richness,en,2,NOUN
courtier,en,1,NOUN
wearer,en,1,NOUN
tempore,en,1,NOUN
compliment,en,22,NOUN
masquerade,en,1,NOUN
promontory,en,4,NOUN
emulation,en,1,NOUN
pew,en,1,NOUN
humility,en,2,NOUN
superstition,en,2,NOUN
pebble,en,1,NOUN
galley,en,1,NOUN
edifice,en,1,NOUN
remorse,en,1,NOUN
misfortune,en,5,NOUN
rump,en,1,NOUN
veneration,en,1,NOUN
vermilion,en,1,NOUN
haste,en,6,NOUN
doge,en,2,NOUN
nymph,en,3,NOUN
satin,en,1,NOUN
veracity,en,2,NOUN
swain,en,2,NOUN
cushion,en,9,NOUN
neuter,en,1,NOUN
sincerity,en,2,NOUN
loom,en,2,NOUN
cur,en,1,NOUN
virginity,en,1,NOUN
reverence,en,1,NOUN
rapture,en,2,NOUN
prerogative,en,2,NOUN
kneeling,en,1,NOUN
devotee,en,1,NOUN
pheasant,en,1,NOUN
scarf,en,1,NOUN
crucifix,en,3,NOUN
postscript,en,1,NOUN
grandeur,en,2,NOUN
treachery,en,1,NOUN
elegy,en,1,NOUN
curiam,en,1,NOUN
aversion,en,3,NOUN
stool,en,1,NOUN
haram,en,1,NOUN
noblemen,en,1,NOUN
mufti,en,1,NOUN
fowl,en,3,NOUN
schoolmaster,en,1,NOUN
snuff,en,1,NOUN
exaggeration,en,1,NOUN
gilt,en,15,NOUN
displeasure,en,1,NOUN
possum,en,1,NOUN
stupidity,en,3,NOUN
inconvenience,en,2,NOUN
decency,en,1,NOUN
parson,en,1,NOUN
shilling,en,1,NOUN
matron,en,1,NOUN
towel,en,1,NOUN
bead,en,1,NOUN
contemplation,en,1,NOUN
drawer,en,3,NOUN
nutshell,en,1,NOUN
sofa,en,13,NOUN
oxen,en,2,NOUN
sepulchre,en,2,NOUN
cookery,en,1,NOUN
stiffness,en,1,NOUN
modesty,en,1,NOUN
servitude,en,1,NOUN
brow,en,3,NOUN
eunuch,en,4,NOUN
rampart,en,1,NOUN
excellency,en,3,NOUN
fondness,en,2,NOUN
incursion,en,1,NOUN
midwife,en,1,NOUN
dresser,en,1,NOUN
aloe,en,1,NOUN
spleen,en,1,NOUN
laity,en,1,NOUN
inhabitant,en,4,NOUN
exclamation,en,1,NOUN
vapour,en,1,NOUN
deceit,en,1,NOUN
heretics,en,1,NOUN
stocking,en,1,NOUN
basset,en,1,NOUN
parlour,en,1,NOUN
absurdity,en,2,NOUN
formality,en,1,NOUN
sweetness,en,8,NOUN
antiquary,en,3,NOUN
slipper,en,2,NOUN
splendor,en,1,NOUN
florin,en,1,NOUN
broth,en,1,NOUN
carcass,en,1,NOUN
indulgence,en,1,NOUN
diverting,en,1,NOUN
wafer,en,1,NOUN
piquet,en,1,NOUN
cripple,en,1,NOUN
fortitude,en,1,NOUN
archduchess,en,1,NOUN
countryman,en,1,NOUN
garret,en,1,NOUN
nunnery,en,1,NOUN
precaution,en,1,NOUN
imperium,en,3,NOUN
proverb,en,1,NOUN
girdle,en,4,NOUN
impartiality,en,1,NOUN
tenderness,en,4,NOUN
grievance,en,1,NOUN
pippin,en,1,NOUN
eloquence,en,1,NOUN
gallop,en,1,NOUN
woolen,en,2,NOUN
falsehood,en,3,NOUN
woodbine,en,1,NOUN
vagabond,en,1,NOUN
granary,en,1,NOUN
puddle,en,1,NOUN
jest,en,1,NOUN
carnation,en,1,NOUN
vial,en,1,NOUN
canister,en,1,NOUN
complexion,en,7,NOUN
retinue,en,1,NOUN
alabaster,en,1,NOUN
mourn,en,3,NOUN
indignation,en,2,NOUN
laziness,en,5,NOUN
statuary,en,1,NOUN
subordination,en,2,NOUN
smock,en,3,NOUN
repose,en,5,NOUN
splendour,en,1,NOUN
cistern,en,2,NOUN
expedient,en,2,NOUN
ermine,en,3,NOUN
sowing,en,1,NOUN
apothecary,en,2,NOUN
scimitar,en,2,NOUN
bridegroom,en,1,NOUN
baboon,en,1,NOUN
workmanship,en,1,NOUN
dashing,en,1,NOUN
politeness,en,3,NOUN
raz,en,1,NOUN
handkerchief,en,10,NOUN
candlestick,en,3,NOUN
agate,en,2,NOUN
supposition,en,1,NOUN
generality,en,1,NOUN
deformity,en,3,NOUN
tradesmen,en,2,NOUN
enchantment,en,5,NOUN
hann,en,1,NOUN
scythe,en,1,NOUN
arrears,en,1,NOUN
vigour,en,1,NOUN
urbe,en,1,NOUN
petticoat,en,7,NOUN
spout,en,1,NOUN
bulwark,en,1,NOUN
stoop,en,1,NOUN
refreshment,en,3,NOUN
blackness,en,1,NOUN
precept,en,1,NOUN
jeweller,en,3,NOUN
quackery,en,1,NOUN
porphyry,en,2,NOUN
rebus,en,1,NOUN
pox,en,4,NOUN
alm,en,1,NOUN
brim,en,1,NOUN
lustre,en,1,NOUN
divan,en,2,NOUN
threshing,en,1,NOUN
hardiness,en,1,NOUN
countenance,en,3,NOUN
damsel,en,2,NOUN
elysium,en,1,NOUN
silken,en,1,NOUN
grate,en,4,NOUN
bosom,en,5,NOUN
feasting,en,1,NOUN
bough,en,1,NOUN
clove,en,1,NOUN
confidante,en,1,NOUN
churning,en,1,NOUN
irregularity,en,1,NOUN
coolness,en,1,NOUN
ombre,en,2,NOUN
wrinkle,en,1,NOUN
pestilence,en,1,NOUN
extravagance,en,1,NOUN
idem,en,1,NOUN
affront,en,2,NOUN
flattery,en,2,NOUN
profusion,en,4,NOUN
haft,en,1,NOUN
impatience,en,3,NOUN
infidel,en,3,NOUN
brocade,en,9,NOUN
libertine,en,1,NOUN
deism,en,1,NOUN
spoonful,en,1,NOUN
balm,en,2,NOUN
pretence,en,2,NOUN
curiae,en,1,NOUN
arbour,en,1,NOUN
tincture,en,1,NOUN
matrimony,en,1,NOUN
softness,en,2,NOUN
tassel,en,3,NOUN
massy,en,2,NOUN
bassa,en,25,NOUN
ugliness,en,1,NOUN
lozenge,en,1,NOUN
stile,en,2,NOUN
rigour,en,2,NOUN
magnificence,en,22,NOUN
embellishment,en,1,NOUN
wickedness,en,3,NOUN
apotheosis,en,1,NOUN
quire,en,1,NOUN
solemnity,en,1,NOUN
tranquillity,en,1,NOUN
constancy,en,2,NOUN
deposing,en,1,NOUN
quilting,en,1,NOUN
napkin,en,5,NOUN
precipice,en,3,NOUN
waistcoat,en,2,NOUN
gauze,en,3,NOUN
pail,en,1,NOUN
hieroglyphics,en,1,NOUN
mortification,en,7,NOUN
adornment,en,1,NOUN
frown,en,1,NOUN
mien,en,2,NOUN
subjection,en,3,NOUN
cocking,en,1,NOUN
arche,en,5,NOUN
approbation,en,1,NOUN
artifice,en,1,NOUN
bodkin,en,5,NOUN
trifle,en,2,NOUN
jot,en,1,NOUN
venison,en,2,NOUN
imperfection,en,1,NOUN
quickness,en,1,NOUN
muslin,en,1,NOUN
demigod,en,1,NOUN
tillage,en,1,NOUN
stratagem,en,1,NOUN
calmness,en,1,NOUN
digression,en,3,NOUN
bushel,en,1,NOUN
casus,en,1,NOUN
nomine,en,1,NOUN
artificer,en,3,NOUN
pageantry,en,1,NOUN
sherbet,en,5,NOUN
risque,en,1,NOUN
parishioner,en,1,NOUN
nastiness,en,1,NOUN
catacomb,en,1,NOUN
transubstantiation,en,2,NOUN
deist,en,1,NOUN
frailty,en,2,NOUN
partiality,en,4,NOUN
pasty,en,1,NOUN
indiscretion,en,3,NOUN
jessamine,en,3,NOUN
coquette,en,2,NOUN
particularity,en,2,NOUN
chaise,en,5,NOUN
childbearing,en,1,NOUN
lank,en,1,NOUN
parterre,en,2,NOUN
abridgement,en,1,NOUN
pacem,en,1,NOUN
insigne,en,1,NOUN
buffoon,en,1,NOUN
damask,en,4,NOUN
waggon,en,3,NOUN
imputation,en,1,NOUN
preferment,en,2,NOUN
affectation,en,5,NOUN
craw,en,1,NOUN
distemper,en,5,NOUN
finery,en,3,NOUN
pennyworth,en,1,NOUN
endeavouring,en,1,NOUN
chambermaid,en,2,NOUN
oppressor,en,1,NOUN
popery,en,1,NOUN
phlegm,en,1,NOUN
contrivance,en,2,NOUN
pretension,en,1,NOUN
centum,en,2,NOUN
honore,en,1,NOUN
dishonour,en,1,NOUN
nostro,en,1,NOUN
exactness,en,1,NOUN
obstinacy,en,2,NOUN
liberality,en,1,NOUN
wench,en,1,NOUN
soldiery,en,1,NOUN
bather,en,1,NOUN
abhorrence,en,1,NOUN
watermen,en,1,NOUN
indolence,en,1,NOUN
cudgel,en,1,NOUN
seraglio,en,11,NOUN
provinciale,en,1,NOUN
barbarity,en,1,NOUN
extremo,en,1,NOUN
cheerfulness,en,1,NOUN
ducat,en,3,NOUN
neatness,en,3,NOUN
swiftness,en,4,NOUN
gorget,en,1,NOUN
impiety,en,1,NOUN
vivacity,en,6,NOUN
topaze,en,1,NOUN
sublimity,en,1,NOUN
footmen,en,2,NOUN
tippet,en,1,NOUN
smirk,en,1,NOUN
candour,en,1,NOUN
syren,en,1,NOUN
suckle,en,2,NOUN
prude,en,2,NOUN
cadi,en,3,NOUN
censer,en,1,NOUN
plebe,en,1,NOUN
sexe,en,1,NOUN
bason,en,2,NOUN
ubique,en,1,NOUN
ingratitude,en,1,NOUN
propter,en,1,NOUN
tragedian,en,1,NOUN
dauber,en,1,NOUN
furrier,en,1,NOUN
gild,en,2,NOUN
voiture,en,3,NOUN
wenche,en,2,NOUN
ravelin,en,2,NOUN
truncheon,en,1,NOUN
trencher,en,1,NOUN
spahis,en,1,NOUN
husbandman,en,1,NOUN
marito,en,1,NOUN
equestris,en,1,NOUN
tamen,en,1,NOUN
seasickness,en,1,NOUN
scruple,en,8,NOUN
embroiderer,en,1,NOUN
coachmen,en,1,NOUN
impudence,en,4,NOUN
plebis,en,1,NOUN
footstep,en,1,NOUN
civitatis,en,1,NOUN
jonquil,en,2,NOUN
utilis,en,1,NOUN
hovel,en,2,NOUN
senatore,en,2,NOUN
osier,en,1,NOUN
bashaw,en,1,NOUN
schismatics,en,1,NOUN
equipage,en,4,NOUN
salver,en,1,NOUN
ladyship,en,12,NOUN
footstool,en,1,NOUN
baluster,en,1,NOUN
crape,en,4,NOUN
entreaty,en,1,NOUN
virorum,en,1,NOUN
reprobate,en,1,NOUN
habitant,en,1,NOUN
wretchedness,en,2,NOUN
virum,en,1,NOUN
mildness,en,1,NOUN
fidem,en,1,NOUN
felucca,en,1,NOUN
illum,en,1,NOUN
barrenness,en,1,NOUN
vobis,en,3,NOUN
plunderer,en,1,NOUN
sodalis,en,1,NOUN
bigness,en,1,NOUN
epithalamium,en,2,NOUN
partem,en,1,NOUN
hazle,en,1,NOUN
largeness,en,1,NOUN
husbandmen,en,1,NOUN
sardonyx,en,1,NOUN
suae,en,1,NOUN
hankering,en,1,NOUN
sweetmeat,en,2,NOUN
consulari,en,1,NOUN
provinciae,en,1,NOUN
gulph,en,1,NOUN
inconstancy,en,1,NOUN
nicety,en,1,NOUN
dulness,en,3,NOUN
prudery,en,1,NOUN
giddiness,en,1,NOUN
quidem,en,5,NOUN
tribuno,en,1,NOUN
mountebank,en,1,NOUN
reprobation,en,1,NOUN
auctore,en,1,NOUN
dignitatis,en,1,NOUN
gloriae,en,1,NOUN
commonalty,en,1,NOUN
affability,en,2,NOUN
ambassadress,en,6,NOUN
ragout,en,1,NOUN
baseness,en,1,NOUN
annorum,en,1,NOUN
montem,en,1,NOUN
perquisite,en,2,NOUN
notae,en,1,NOUN
insensibility,en,1,NOUN
solidum,en,1,NOUN
exercitus,en,1,NOUN
domum,en,1,NOUN
follie,en,2,NOUN
drub,en,1,NOUN
superfluity,en,1,NOUN
bonorum,en,1,NOUN
publice,en,1,NOUN
granate,en,1,NOUN
postilion,en,1,NOUN
bagnio,en,6,NOUN
nosegay,en,1,NOUN
merchandize,en,2,NOUN
expence,en,10,NOUN
nostris,en,1,NOUN
loadstone,en,1,NOUN
kisse,en,1,NOUN
besieger,en,1,NOUN
buffaloe,en,2,NOUN
alcoran,en,3,NOUN
fourscore,en,1,NOUN
tresse,en,4,NOUN
pacquet,en,2,NOUN
cogitation,en,1,NOUN
ornare,en,1,NOUN
utilitate,en,1,NOUN
flambeaux,en,1,NOUN
importunity,en,2,NOUN
pierc,en,1,NOUN
twelvemonth,en,2,NOUN
suorum,en,1,NOUN
officiousness,en,1,NOUN
civitatem,en,1,NOUN
littleness,en,1,NOUN
signior,en,19,NOUN
gypsie,en,1,NOUN
sattin,en,4,NOUN
refection,en,1,NOUN
majore,en,2,NOUN
provinciarum,en,1,NOUN
termino,en,1,NOUN
raillery,en,3,NOUN
heathenish,en,2,NOUN
facultate,en,1,NOUN
turkie,en,1,NOUN
postquam,en,3,NOUN
honoribus,en,1,NOUN
meae,en,1,NOUN
ribband,en,1,NOUN
conveniency,en,8,NOUN
provinciali,en,1,NOUN
provideo,en,1,NOUN
ratafia,en,1,NOUN
statim,en,1,NOUN
tailly,en,1,NOUN
primam,en,2,NOUN
experimento,en,1,NOUN
sprightliness,en,1,NOUN
magnas,en,1,NOUN
creato,en,1,NOUN
effendis,en,1,NOUN
janizary,en,19,NOUN
otherway,en,1,NOUN
masquing,en,1,NOUN
potior,en,1,NOUN
tergo,en,1,NOUN
reditum,en,1,NOUN
plusquam,en,1,NOUN
miserabili,en,1,NOUN
consulibus,en,1,NOUN
journy,en,1,NOUN
coloniarum,en,1,NOUN
bramin,en,1,NOUN
farewel,en,1,NOUN
ravisher,en,1,NOUN
traineau,en,1,NOUN
seraskier,en,2,NOUN
digito,en,1,NOUN
loyality,en,1,NOUN
translatum,en,1,NOUN
portress,en,1,NOUN
cloath,en,2,NOUN
recompence,en,1,NOUN
quakery,en,1,NOUN
hereabout,en,1,NOUN
colonade,en,1,NOUN
landskip,en,1,NOUN
chusing,en,1,NOUN
relick,en,6,NOUN
dervise,en,4,NOUN
consulatum,en,1,NOUN
censurae,en,1,NOUN
florem,en,1,NOUN
distributum,en,1,NOUN
oceanum,en,1,NOUN
ornamentum,en,1,NOUN
valentius,en,1,NOUN
cervice,en,1,NOUN
pagod,en,1,NOUN
nobilissimum,en,1,NOUN
consulare,en,1,NOUN
venien,en,1,NOUN
methink,en,1,NOUN
incretus,en,1,NOUN
reliquis,en,1,NOUN
est,fr,1,NOUN
été,fr,12,NOUN
an,fr,42,NOUN
naissance,fr,6,NOUN
fait,fr,5,NOUN
nom,fr,22,NOUN
lieu,fr,34,NOUN
commune,fr,1,NOUN
ville,fr,121,NOUN
date,fr,1,NOUN
pays,fr,82,NOUN
source,fr,2,NOUN
titre,fr,10,NOUN
monde,fr,59,NOUN
nord,fr,3,NOUN
liste,fr,5,NOUN
partie,fr,39,NOUN
article,fr,5,NOUN
guerre,fr,10,NOUN
saison,fr,3,NOUN
fin,fr,23,NOUN
vers,fr,26,NOUN
année,fr,14,NOUN
temps,fr,1,NOUN
histoire,fr,18,NOUN
joueur,fr,1,NOUN
tour,fr,25,NOUN
mort,fr,28,NOUN
pierre,fr,29,NOUN
région,fr,1,NOUN
fois,fr,38,NOUN
septembre,fr,1,NOUN
état,fr,26,NOUN
église,fr,34,NOUN
place,fr,18,NOUN
famille,fr,20,NOUN
général,fr,41,NOUN
politique,fr,2,NOUN
décembre,fr,1,NOUN
août,fr,1,NOUN
prix,fr,16,NOUN
nouvelle,fr,21,NOUN
février,fr,1,NOUN
ligne,fr,1,NOUN
suite,fr,12,NOUN
image,fr,9,NOUN
vie,fr,23,NOUN
lien,fr,1,NOUN
page,fr,1,NOUN
centre,fr,1,NOUN
cours,fr,8,NOUN
village,fr,19,NOUN
nombre,fr,37,NOUN
or,fr,33,NOUN
coupe,fr,1,NOUN
homme,fr,81,NOUN
société,fr,5,NOUN
cas,fr,20,NOUN
jeu,fr,5,NOUN
genre,fr,10,NOUN
musique,fr,12,NOUN
fils,fr,16,NOUN
roi,fr,37,NOUN
parti,fr,9,NOUN
jour,fr,75,NOUN
forme,fr,13,NOUN
origine,fr,1,NOUN
ordre,fr,18,NOUN
château,fr,10,NOUN
école,fr,2,NOUN
part,fr,18,NOUN
rue,fr,24,NOUN
chef,fr,4,NOUN
exemple,fr,11,NOUN
rapport,fr,4,NOUN
art,fr,16,NOUN
point,fr,156,NOUN
compte,fr,5,NOUN
armée,fr,8,NOUN
eau,fr,23,NOUN
projet,fr,8,NOUN
province,fr,1,NOUN
maison,fr,74,NOUN
demande,fr,1,NOUN
fonction,fr,4,NOUN
membre,fr,1,NOUN
droit,fr,6,NOUN
mois,fr,20,NOUN
république,fr,1,NOUN
service,fr,10,NOUN
langue,fr,23,NOUN
gouvernement,fr,7,NOUN
argent,fr,33,NOUN
style,fr,2,NOUN
face,fr,2,NOUN
ministre,fr,6,NOUN
théâtre,fr,5,NOUN
scène,fr,7,NOUN
auteur,fr,10,NOUN
reste,fr,33,NOUN
seconde,fr,2,NOUN
âge,fr,8,NOUN
effet,fr,18,NOUN
espèce,fr,10,NOUN
raison,fr,8,NOUN
modèle,fr,2,NOUN
travail,fr,6,NOUN
femme,fr,157,NOUN
terre,fr,18,NOUN
allemand,fr,10,NOUN
porte,fr,22,NOUN
bataille,fr,4,NOUN
corps,fr,25,NOUN
route,fr,19,NOUN
royaume,fr,4,NOUN
bronze,fr,2,NOUN
livre,fr,11,NOUN
haut,fr,17,NOUN
fille,fr,34,NOUN
but,fr,1,NOUN
tête,fr,45,NOUN
territoire,fr,2,NOUN
union,fr,3,NOUN
construction,fr,2,NOUN
ligue,fr,1,NOUN
chanson,fr,3,NOUN
poste,fr,8,NOUN
culture,fr,1,NOUN
empire,fr,14,NOUN
loi,fr,14,NOUN
côté,fr,46,NOUN
mer,fr,19,NOUN
vue,fr,13,NOUN
mère,fr,1,NOUN
acteur,fr,5,NOUN
